year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1851,-2.88414634146,-1.14048780488,3.54609756098,9.76609756098,10.6226829268,15.8734146341,16.4273170732,16.8419512195,11.6736585366,11.5370731707,0.0956097560976,-1.78097560976
1852,-0.934146341463,0.609512195122,0.246097560976,5.51609756098,14.4226829268,17.4734146341,19.1273170732,17.8419512195,14.2736585366,7.03707317073,5.5456097561,1.31902439024
1853,-0.684146341463,-1.99048780488,-0.103902439024,4.76609756098,13.7726829268,17.0234146341,19.3273170732,18.2419512195,13.5236585366,9.43707317073,1.9956097561,-5.88097560976
1854,-3.03414634146,-2.04048780488,1.69609756098,7.76609756098,15.0726829268,16.2734146341,18.5273170732,16.7419512195,12.9736585366,8.98707317073,0.745609756098,0.969024390244
1855,-4.18414634146,-4.89048780488,2.59609756098,7.11609756098,13.1226829268,18.0234146341,18.5773170732,18.6419512195,13.1736585366,11.6370731707,3.1456097561,-7.28097560976
1856,-1.83414634146,-0.140487804878,-0.153902439024,9.86609756098,13.3226829268,18.3234146341,16.3273170732,19.0919512195,13.0736585366,9.33707317073,-0.854390243902,-2.83097560976
1857,-2.78414634146,-4.64048780488,1.24609756098,8.91609756098,14.2226829268,16.7734146341,19.9273170732,19.7919512195,14.6736585366,11.8370731707,1.0456097561,-0.780975609756
1858,-5.53414634146,-8.99048780488,0.146097560976,7.16609756098,12.8726829268,19.2234146341,19.2273170732,17.5419512195,15.9736585366,11.3870731707,-1.1543902439,-1.33097560976
1859,-2.93414634146,0.709512195122,4.99609756098,8.31609756098,13.6726829268,17.0734146341,21.7773170732,20.5419512195,13.0736585366,10.1370731707,1.8456097561,-4.48097560976
1860,-0.634146341463,-2.54048780488,0.796097560976,8.41609756098,14.8226829268,17.4734146341,16.0273170732,17.8419512195,14.6236585366,7.08707317073,1.4956097561,-2.38097560976
